Report Status,pilot,crew,engine,weather,runway,manufacturer,probable,foreign,factual
"The flight's encounter with adverse weather conditions at night, which resulted in the pilot's loss of airplane control upon landing due to standing water and a subsequent runway overrun.
",1,0,0,1,1,0,0,0,0
"The flight's inadvertent encounter with night instrument meteorological conditions, which resulted in the pilot turning the helicopter and subsequently descending into trees and terrain due to spatial disorientation.",1,0,0,0,0,0,0,0,0
The flightcrew's encounter with convectively induced turbulence associated with a convective cloud during the flight.,0,1,0,0,0,0,0,0,0
"The flightcrew's failure to maintain adequate airspeed while maneuvering during a simulated engine failure, resulting in an aerodynamic stall and uncontrolled descent.",0,1,1,0,0,0,0,0,0
The flightcrew's improper recovery from a simulated engine failure after takeoff. Contributing to the accident was the flight instructor's failure to clarify who had control of the helicopter.,0,1,1,0,0,0,0,0,0
"The flightcrew's inadequate preflight inspection, resulting in in-flight structural damage to the airplane's fuselage from an unsecured pallet jack that was located in the airplane's empty cargo hold.",0,1,0,0,0,0,0,0,0
"The flightcrew's loss of visual reference to the runway after encountering severe in-flight icing conditions, which resulted in a loss of control while landing and exceedence of the capabilities of the airplane's windscreen anti-ice systems. Contributing to this incident was the failure of the approach controller to relay a pilot report of severe icing conditions near the route of flight to the incident flight crew.",1,1,0,0,1,0,0,0,0
"The flightcrew's misjudged flare while landing. 
",0,1,0,0,0,0,0,0,0
The flightcrews failure to maintain directional control while initiating an engine reverse after landing.,0,1,1,0,0,0,0,0,0
"The flightcrews inadvertent encounter with windshear during landing, which resulted in a loss of control.",0,1,0,0,0,0,0,0,0
The floatplane pilot's failure to avoid a buoy during takeoff.,1,0,0,0,0,0,0,0,0
"The floatplane pilot's improper landing flare during landing on choppy water with a tailwind, which resulted in a nose-over. Contributing to the accident was the pilot's failure to determine the wind direction before landing.",1,0,0,0,0,0,0,0,0
The flying pilot's excessive angle of attack during the landing flare resulting in abnormal runway contact.,1,0,0,0,1,0,0,0,0
"The flying pilot's excessive maneuvering of the airplane at a slow airspeed, which resulted in exceedance of the critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilots' operation of the airplane over its maximum allowable gross weight.",1,0,0,0,0,0,0,0,0
"The flying pilot's failure to attain the proper touchdown point in low-visibility conditions, which resulted in a runway overrun. Contributing to the accident was mission pressure to land at that airport.",1,0,0,0,1,0,0,0,0
The flying pilot's failure to maintain aircraft control and the flight instructor's inadequate supervision while landing with a gusting wind. Contributing to the accident was the lack of communication between the flight instructor and pilot under evaluation regarding who was manipulating the controls.,1,0,0,0,0,0,0,0,0
The flying pilot's incorrect use of the thrust lever leading to the dual engine shutdown during taxi.  Contributing to the incident was the flying pilot's lack of total experience in the make and model of airplane.,1,0,1,0,0,0,0,0,0
"The flying pilots failure to configure the flaps for a short field takeoff and delayed decision to abort the takeoff, which resulted in a runway overrun. ",1,0,0,0,1,0,0,0,0
The flying pilots failure to maintain directional control while landing in a crosswind.  A factor contributing to the accident was a crosswind.,1,0,0,0,0,0,0,0,0
"The following actions by Carson Helicopters: 1) the intentional understatement of the helicopter's empty weight, 2) the alteration of the power available chart to exaggerate the helicopter's lift capability, and 3) the practice of using unapproved above-minimum specification torque in performance calculations that, collectively, resulted in the pilots relying on performance calculations that significantly overestimated the helicopter's load-carrying capacity and did not provide an adequate performance margin for a successful takeoff; and insufficient oversight by the U.S. Forest Service and the Federal Aviation Administration. 

Contributing to the accident was the failure of the flight crewmembers to address the fact that the helicopter had approached its maximum performance capability on their two prior departures from the accident site because they were accustomed to operating at the limit of the helicopters performance. 

Contributing to the fatalities were the immediate, intense fire that resulted from the spillage of fuel upon impact from the fuel tanks that were not crash resistant, the separation from the floor of the cabin seats that were not crash resistant, and the use of an inappropriate release mechanism on the cabin seat restraints.",1,1,0,0,0,0,0,0,0
"The fracture and subsequent failure of the No. 4 cylinder exhaust valve during cruise flight, which resulted in a total loss of engine power.
",0,0,1,0,0,0,0,0,0
"The fracture of a hydraulic brake line fitting due to incorrect installation of the brake line by the pilot/owner, which resulted in a loss of brake pressure and subsequent loss of directional control during the landing roll.",1,0,0,0,0,0,0,0,0
